Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close
1107,62,H,Columbus ,1,1,0,2,-137,-150
1107,63,V,Dallas ,0,1,2,4,5o30,5o35
1107,64,H,Detroit ,0,2,1,3,-148,-145
1107,65,V,Edmonton ,1,0,1,2,6u15,6u30
1107,66,H,Tampa Bay ,2,1,1,4,-210,-200
1107,67,V,Calgary ,0,0,2,2,5.5o10,5.5o15
1107,68,H,St. Louis ,2,1,0,3,-230,-245
1107,69,V,Vancouver ,3,1,0,4,5.5u10,5o35
1107,70,H,San Jose ,2,0,0,2,-180,-161
1107,71,V,Buffalo ,0,0,0,0,5o25,5o20
1107,72,H,Los Angeles ,1,1,0,2,-249,-270
1108,1,V,New Jersey ,0,0,1,1,5o25,5o20
1108,2,H,Toronto ,0,0,1,2,-180,-185
1108,3,V,Nashville ,0,0,0,0,5o35,5.5u35
1108,4,H,Winnipeg ,4,0,1,5,-111,-114
1108,5,V,Calgary ,0,2,0,2,5.5o09,5.5o15
1108,6,H,Colorado ,1,2,1,4,-250,-260
1108,7,V,Buffalo ,1,1,0,2,5.5u20,5o40
1108,8,H,Anaheim ,4,2,0,6,-270,-300
1109,51,V,Edmonton Oilers,0,1,1,2,5.5u25,5.5u30
1109,52,H,Philadelphia Flyers,2,0,2,4,-145,-140
1109,53,V,Florida Panthers,1,0,1,2,5.5o04,5.5u15
1109,54,H,Ottawa Senators,2,1,0,3,-190,-190
1109,55,V,Toronto Maple Leafs,0,1,0,1,5o25,5o30
1109,56,H,Boston Bruins,1,0,2,3,-164,-195
1109,57,V,Tampa Bay Lightning,1,1,0,3,5.5u25,5.5u30
1109,58,H,Detroit Red Wings,1,0,1,2,-122,-128
1109,59,V,Minnesota Wild,1,1,0,3,-130,-131
1109,60,H,Carolina Hurricanes,1,1,0,2,5,5u20
1109,61,V,New York Islanders,1,1,0,2,5.5o15,5.5
1109,62,H,Columbus Blue Jackets,1,1,3,5,-130,-133
1109,63,V,Pittsburgh Penguins,0,1,0,1,5.5,5.5u40
1109,64,H,St. Louis Blues,0,1,1,2,-140,-121
1109,65,V,Chicago Blackhawks,1,2,2,5,-130,-135
1109,66,H,Dallas Stars,1,1,0,2,5.5o15,5.5u25
1109,67,V,Washington Capitals,0,3,0,3,5.5,5.5o15
1109,68,H,Phoenix Coyotes,1,0,2,4,-150,-145
1109,69,V,Vancouver Canucks,0,1,0,1,5o20,5o15
1109,70,H,Los Angeles Kings,2,3,0,5,-140,-115
1110,1,V,New York Islanders,0,1,1,2,5.5u20,5.5u20
1110,2,H,Montreal Canadiens,0,3,1,4,-170,-215
1110,3,V,Florida Panthers,1,1,1,3,5o30,5o30
1110,4,H,New York Rangers,1,1,2,4,-210,-240
1110,5,V,Nashville Predators,0,0,0,0,5o20,5
1110,6,H,New Jersey Devils,1,2,2,5,-120,-111
1110,7,V,Edmonton Oilers,0,2,2,4,5.5o25,5.5o20
1110,8,H,Chicago Blackhawks,1,1,3,5,-280,-270
1110,9,V,Washington Capitals,0,1,0,1,5.5,5.5u15
1110,10,H,Colorado Avalanche,1,1,2,4,-180,-165
1110,11,V,San Jose Sharks,2,1,1,4,-165,-172
1110,12,H,Winnipeg Jets,0,3,1,5,5.5u15,5.5u30
1110,13,V,Vancouver Canucks,0,1,0,1,5.5u20,5.5u30
1110,14,H,Anaheim Ducks,0,2,1,3,-165,-140
1111,51,V,Tampa Bay Lightning,0,0,0,0,5o35,5o30
1111,52,H,Boston Bruins,0,2,1,3,-160,-175
1112,1,V,Colorado Avalanche,0,1,0,1,-160,-145
1112,2,H,Carolina Hurricanes,1,1,0,2,5o20,5o45
1112,3,V,Los Angeles Kings,1,0,1,2,-190,-185
1112,4,H,Buffalo Sabres,0,1,1,3,5o20,5u30
1112,5,V,Columbus Blue Jackets,0,1,2,3,5.5o15,5.5
1112,6,H,Washington Capitals,0,1,2,4,-150,-145
1112,7,V,Nashville Predators,0,0,1,1,5.5,5.5
1112,8,H,New York Islanders,2,1,0,3,-130,-119
1112,9,V,New Jersey Devils,0,2,1,3,5u30,5u35
1112,10,H,New York Rangers,0,1,1,2,-170,-170
1112,11,V,Tampa Bay Lightning,1,0,0,2,5.5u30,5.5u50
1112,12,H,Montreal Canadiens,0,0,1,1,-150,-185
1112,13,V,Anaheim Ducks,2,0,0,2,-200,-140
1112,14,H,Florida Panthers,0,2,1,3,5.5,5.5u25
1112,15,V,Winnipeg Jets,1,0,1,3,5.5u27,5.5u40
1112,16,H,Detroit Red Wings,1,0,1,2,-160,-175
1112,17,V,Philadelphia Flyers,1,2,2,5,5.5u35,5.5u45
1112,18,H,Ottawa Senators,0,0,0,0,-162,-140
1112,19,V,Phoenix Coyotes,2,0,0,3,5.5o04,5.5u30
1112,20,H,St. Louis Blues,1,0,1,2,-160,-170
1112,21,V,San Jose Sharks,2,0,0,3,-160,-163
1112,22,H,Calgary Flames,0,0,2,2,5.5o15,5.5o25
1113,51,V,Toronto ,0,1,0,1,5o25,5o30
1113,52,H,Minnesota ,0,0,1,2,-146,-150
1113,53,V,Philadelphia ,1,1,0,2,5.5u31,5.5u20
1113,54,H,Pittsburgh ,0,1,0,1,-220,-245
1113,55,V,Dallas ,0,1,2,3,-125,-110
1113,56,H,Edmonton ,0,0,0,0,5.5o04,5.5o15
1114,1,V,Los Angeles ,0,0,3,3,-121,-120
1114,2,H,NY Islanders ,0,2,0,2,5.5u09,5.5u30
1114,3,V,Columbus ,1,1,0,2,5o25,5o25
1114,4,H,Boston ,1,1,0,3,-190,-175
1114,5,V,Anaheim ,0,1,0,1,5.5o09,-109
1114,6,H,Tampa Bay ,2,2,1,5,-120,5.5u40
1114,7,V,Colorado ,1,0,2,3,5o20,5o40
1114,8,H,St. Louis ,1,4,2,7,-134,-156
1114,9,V,Phoenix ,2,2,0,4,5.5o15,5.5u15
1114,10,H,Chicago ,2,1,1,5,-170,-190
1114,11,V,Dallas ,1,4,2,7,-104,5.5o20
1114,12,H,Calgary ,0,1,2,3,5.5o20,-107
1114,13,V,San Jose ,0,0,1,2,-105,5o30
1114,14,H,Vancouver ,0,1,0,1,5o30,-101
1115,51,V,Los Angeles ,0,0,2,2,-113,5u30
1115,52,H,New Jersey ,0,0,0,0,5u19,-120
1115,53,V,Toronto ,0,1,0,1,-141,-128
1115,54,H,Buffalo ,0,2,1,3,5o20,5o35
1115,55,V,Anaheim ,0,1,1,2,-116,-110
1115,56,H,Carolina ,0,1,1,3,5.5u39,5.5u45
1115,57,V,Nashville ,1,0,0,1,5.5u25,5.5u30
1115,58,H,Pittsburgh ,2,2,0,4,-191,-215
1115,59,V,Montreal ,1,1,0,3,-114,-110
1115,60,H,Columbus ,2,0,0,2,5o20,5.5u35
1115,61,V,Washington ,1,0,2,4,5.5u15,5.5u20
1115,62,H,Detroit ,2,1,0,3,-130,-145
1115,63,V,Boston ,2,0,0,2,-106,-119
1115,64,H,Ottawa ,1,0,3,4,5o37,5o30
1115,65,V,Florida ,0,0,2,2,5o15,5o20
1115,66,H,Minnesota ,2,0,1,3,-232,-210
1115,67,V,Philadelphia ,2,0,0,2,5o14,5o55
1115,68,H,Winnipeg ,1,0,1,3,-130,-127
1115,69,V,San Jose ,2,1,0,3,-170,-163
1115,70,H,Edmonton ,0,1,0,1,5.5u05,5.5u15
1116,1,V,Detroit ,2,1,1,4,5.5u25,-105
1116,2,H,NY Islanders ,1,2,1,5,-115,5.5u30
1116,3,V,Pittsburgh ,0,1,0,1,-137,-140
1116,4,H,New Jersey ,1,1,2,4,5o30,5o25
1116,5,V,NY Rangers ,0,1,0,1,5u10,5u15
1116,6,H,Montreal ,0,0,0,0,-127,-126
1116,7,V,Buffalo ,0,0,2,2,5o27,5o40
1116,8,H,Toronto ,2,1,1,4,-207,-205
1116,9,V,Tampa Bay ,0,2,1,3,5.5u14,5.5u25
1116,10,H,Phoenix ,2,2,2,6,-144,-136
1116,11,V,Chicago ,0,1,1,2,-163,-180
1116,12,H,Nashville ,2,2,3,7,5.5o04,5.5
1116,13,V,Carolina ,0,2,0,2,5o25,5o30
1116,14,H,St. Louis ,0,2,2,4,-220,-260
1116,15,V,Florida ,1,2,1,4,5.5u21,5.5u30
1116,16,H,Colorado ,0,1,0,1,-230,-255
1116,17,V,Edmonton ,0,0,4,4,6u09,6u25
1116,18,H,Calgary ,1,1,0,2,-148,-140
1117,51,V,Columbus ,1,2,1,4,5.5u30,5.5u23
1117,52,H,Ottawa ,0,0,1,1,-150,-160
1117,53,V,St. Louis ,0,1,0,1,-120,-106
1117,54,H,Washington ,3,1,0,4,5.5,5.5u16
1117,55,V,Los Angeles ,0,1,0,1,-104,5u30
1117,56,H,NY Rangers ,0,0,0,0,5u25,-117
1117,57,V,San Jose ,0,1,0,1,5.5,5.5u15
1117,58,H,Chicago ,1,1,3,5,-130,-113
1117,59,V,Dallas ,1,0,1,2,5.5u40,5.5u40
1117,60,H,Vancouver ,0,0,1,1,-150,-150
1117,61,V,Winnipeg ,0,0,1,1,5o15,5o20
1117,62,H,Minnesota ,1,0,1,2,-180,-190
1118,1,V,Boston ,2,0,2,4,-133,-152
1118,2,H,Carolina ,1,0,0,1,5u10,5u25
1118,3,V,Anaheim ,0,0,1,1,5.5u30,5.5u35
1118,4,H,Pittsburgh ,0,0,3,3,-150,-155
1118,5,V,Calgary ,0,2,2,5,5.5o15,5.5o15
1118,6,H,Winnipeg ,0,1,3,4,-140,-144
1119,51,V,NY Islanders ,0,1,1,2,5.5u10,5.5
1119,52,H,Toronto ,1,1,3,5,-155,-142
1119,53,V,St. Louis ,2,1,1,4,-167,-185
1119,54,H,Buffalo ,1,0,0,1,5o20,5o30
1119,55,V,Ottawa ,0,1,1,2,-104,5o40
1119,56,H,Philadelphia ,1,1,3,5,5o25,-113
1119,57,V,Nashville ,0,1,1,2,5.5u40,5.5u40
1119,58,H,Detroit ,0,0,0,0,-143,-166
1119,59,V,Minnesota ,0,0,2,2,5u20,5u30
1119,60,H,Montreal ,0,4,2,6,-123,-114
1119,61,V,Boston ,0,2,0,2,5u20,5u30
1119,62,H,NY Rangers ,0,1,0,1,-115,-122
1119,63,V,Chicago ,0,0,1,1,-104,-123
1119,64,H,Colorado ,3,1,1,5,5.5u10,5.5o15
1119,65,V,Columbus ,0,0,0,0,5.5o07,5.5u15
1119,66,H,Edmonton ,3,3,1,7,-106,-123
1119,67,V,Florida ,1,0,1,3,5o20,5o30
1119,68,H,Vancouver ,0,1,1,2,-200,-215
1119,69,V,Tampa Bay ,0,1,1,2,5o15,5o25
1119,70,H,Los Angeles ,2,3,0,5,-145,-152
1120,1,V,Minnesota ,1,2,1,4,5o30,5o30
1120,2,H,Ottawa ,2,0,1,3,-115,-110
1120,3,V,Pittsburgh ,2,1,1,4,-109,-118
1120,4,H,Washington ,0,0,0,0,5.5o04,5.5u20
1120,5,V,New Jersey ,2,0,1,4,5o09,5u11
1120,6,H,Anaheim ,1,2,0,3,-170,-153
1120,7,V,Columbus ,1,0,0,2,5.5o09,5.5o15
1120,8,H,Calgary ,0,0,1,1,-114,-148
1121,51,V,St. Louis ,1,1,0,3,5o06,5u20
1121,52,H,Boston ,1,1,0,2,-125,-115
1121,53,V,Buffalo ,1,0,0,1,5u07,5o15
1121,54,H,Philadelphia ,0,2,2,4,-187,-185
1121,55,V,Nashville ,0,3,1,4,5.5u20,5.5u46
1121,56,H,Toronto ,1,0,1,2,-159,-151
1121,57,V,Carolina ,0,2,1,3,5o21,5o15
1121,58,H,Detroit ,1,1,2,4,-159,-169
1121,59,V,Chicago ,1,2,3,6,-159,-145
1121,60,H,Winnipeg ,0,3,0,3,5.5o15,5.5o20
1121,61,V,NY Rangers ,1,0,2,3,5o15,5o19
1121,62,H,Dallas ,0,1,1,2,-125,-101
1121,63,V,Colorado ,0,2,1,4,5.5u10,5.5o15
1121,64,H,Phoenix ,0,1,2,3,-125,-135
1121,65,V,Florida ,0,1,0,1,5.5u10,5.5u25
1121,66,H,Edmonton ,1,2,1,4,-137,-130
1121,67,V,Tampa Bay ,0,0,1,1,5.5u10,5.5o13
1121,68,H,San Jose ,2,1,2,5,-180,-230
1121,69,V,New Jersey ,0,0,1,2,5u28,5u45
1121,70,H,Los Angeles ,0,0,1,1,-200,-185
1122,1,V,NY Islanders ,0,3,0,3,5.5o20,5.5o20
1122,2,H,Pittsburgh ,2,1,1,4,-210,-210
1122,3,V,Montreal ,3,0,0,3,5o40,5.5u40
1122,4,H,Washington ,1,0,1,2,-130,-119
1122,5,V,Florida ,1,0,2,3,5.5o15,5.5o15
1122,6,H,Calgary ,0,2,1,4,-160,-147
1122,7,V,Tampa Bay ,0,0,0,0,5.5u15,5.5u20
1122,8,H,Anaheim ,0,0,0,1,-160,-183
1122,9,V,Columbus ,1,0,1,2,5o30,5o15
1122,10,H,Vancouver ,1,3,2,6,-170,-230
1123,51,V,Carolina ,1,0,1,2,5o04,5
1123,52,H,Boston ,1,1,0,3,-205,-230
1123,53,V,Minnesota ,0,0,2,3,-104,-122
1123,54,H,Winnipeg ,0,1,1,2,5o25,5o30
1123,55,V,Ottawa ,2,0,2,4,5.5u09,5.5u25
1123,56,H,Detroit ,1,0,1,2,-132,-135
1123,57,V,NY Islanders ,0,1,1,2,5.5u15,5.5u25
1123,58,H,Philadelphia ,0,3,2,5,-160,-182
1123,59,V,Washington ,0,0,1,1,5.5o04,5.5
1123,60,H,Toronto ,0,1,0,2,-135,-135
1123,61,V,Pittsburgh ,0,0,2,2,-104,-110
1123,62,H,Montreal ,0,1,2,3,5o15,5o30
1123,63,V,Anaheim ,1,3,0,4,5.5u09,5.5u15
1123,64,H,Phoenix ,0,1,1,2,-150,-151
1123,65,V,NY Rangers ,0,1,1,2,-105,-109
1123,66,H,Nashville ,0,0,0,0,5o15,5o20
1123,67,V,Dallas ,1,0,0,1,5.5u09,5.5u30
1123,68,H,St. Louis ,2,1,3,6,-180,-186
1123,69,V,Chicago ,0,0,2,2,-125,-111
1123,70,H,Vancouver ,1,0,0,1,5.5u09,5.5u30
1123,71,V,Colorado ,0,0,0,1,5o15,5o20
1123,72,H,Los Angeles ,0,0,0,0,-135,-160
1123,73,V,New Jersey ,0,0,1,1,5o15,5o15
1123,74,H,San Jose ,2,0,0,2,-190,-220
1124,1,V,Ottawa ,1,0,0,1,5.5u40,5.5u40
1124,2,H,Carolina ,0,3,1,4,-117,-105
1124,3,V,Detroit ,0,1,2,3,-130,-118
1124,4,H,Buffalo ,1,0,0,1,5o20,5o30
1125,51,V,Pittsburgh ,0,1,2,3,5o18,5u15
1125,52,H,Boston ,2,0,1,4,-130,-117
1125,53,V,Columbus ,2,2,2,6,5.5u20,5.5u40
1125,54,H,Toronto ,0,0,0,0,-175,-186
1125,55,V,Winnipeg ,1,1,1,3,5o14,5u25
1125,56,H,New Jersey ,0,0,1,1,-140,-121
1125,57,V,Philadelphia ,0,0,1,1,-120,-119
1125,58,H,Florida ,0,2,1,3,5o19,5o25
1125,59,V,NY Rangers ,0,0,0,0,5o19,-125
1125,60,H,Tampa Bay ,2,2,1,5,-120,5u15
1125,61,V,Phoenix ,0,2,0,2,-120,-111
1125,62,H,Nashville ,3,0,1,4,5.5u39,5.5u35
1125,63,V,Minnesota ,0,0,0,0,5.5u32,5o30
1125,64,H,St. Louis ,2,0,1,3,-160,-156
1125,65,V,Chicago ,2,2,1,5,-170,-146
1125,66,H,Edmonton ,0,1,0,1,5.5o31,5.5o15
1125,67,V,Los Angeles ,1,0,1,3,5u35,5u35
1125,68,H,Vancouver ,0,1,1,2,-130,-122
1126,1,V,Anaheim ,1,1,1,3,5.5u30,5.5u30
1126,2,H,Dallas ,0,1,5,6,-109,104
1127,51,V,Winnipeg ,0,3,0,3,5.5u10,5.5o20
1127,52,H,NY Islanders ,0,1,1,2,-113,-140
1127,53,V,Ottawa ,1,2,3,6,5.5o10,5.5o15
1127,54,H,Washington ,3,0,1,4,-138,-133
1127,55,V,Nashville ,1,2,1,4,5o20,5o20
1127,56,H,Columbus ,0,0,0,0,-113,-113
1127,57,V,Montreal ,1,1,1,3,-159,-170
1127,58,H,Buffalo ,0,1,0,1,5o13,5o25
1127,59,V,Carolina ,1,3,0,4,5u06,5u35
1127,60,H,New Jersey ,0,1,2,3,-141,-129
1127,61,V,Toronto ,2,3,0,5,5.5u15,5.5u30
1127,62,H,Pittsburgh ,1,2,2,6,-188,-210
1127,63,V,NY Rangers ,1,1,3,5,-137,-134
1127,64,H,Florida ,0,0,2,2,5o10,5u20
1127,65,V,Philadelphia ,0,0,2,2,5.5u37,5.5u20
1127,66,H,Tampa Bay ,0,2,2,4,-125,-108
1127,67,V,Boston ,0,0,1,1,-115,-119
1127,68,H,Detroit ,1,3,2,6,5o04,5u15
1127,69,V,Phoenix ,1,1,1,3,5o04,5o15
1127,70,H,Minnesota ,0,0,1,1,-132,-118
1127,71,V,St. Louis ,3,0,1,4,-104,-120
1127,72,H,Colorado ,1,0,0,1,5.5u27,5.5u45
1127,73,V,Chicago ,0,0,3,3,-180,-170
1127,74,H,Calgary ,0,1,1,2,5.5o30,5.5o31
1127,75,V,Los Angeles ,1,0,1,2,5u15,5u30
1127,76,H,San Jose ,0,2,0,3,-163,-160
1128,1,V,Vancouver ,0,4,1,5,-104,-129
1128,2,H,Ottawa ,1,1,0,2,5.5u09,5.5u30
1128,3,V,Edmonton ,0,2,1,3,5.5u15,5.5u30
1128,4,H,Nashville ,0,0,0,0,-144,-136
1129,51,V,Winnipeg ,0,0,1,1,5o13,5o46
1129,52,H,Philadelphia ,1,1,0,2,-135,-140
1129,53,V,NY Rangers ,2,0,0,2,5u30,5u40
1129,54,H,Boston ,1,0,2,3,-150,-140
1129,55,V,Pittsburgh ,1,0,2,3,-123,-128
1129,56,H,Tampa Bay ,0,0,0,0,5.5u21,5.5u20
1129,57,V,Detroit ,1,1,3,5,-104,-105
1129,58,H,NY Islanders ,0,0,0,0,5.5u10,5.5u30
1129,59,V,Calgary ,0,2,0,2,5.5o15,5.5o20
1129,60,H,Anaheim ,2,2,1,5,-190,-205
1129,61,V,St. Louis ,0,1,2,3,5.5u19,5.5u30
1129,62,H,San Jose ,4,0,2,6,-125,-115
1129,63,V,Montreal ,1,1,0,2,5.5u37,5.5u20
1129,64,H,Washington ,0,1,1,3,-113,-106
1129,65,V,Colorado ,1,1,1,3,5u13,5u15
1129,66,H,Minnesota ,0,1,0,1,-118,-121
1129,67,V,Edmonton ,0,0,2,2,5.5o07,5.5u25
1129,68,H,Columbus ,1,3,0,4,-160,-126
1129,69,V,New Jersey ,1,0,4,5,5u33,5u40
1129,70,H,Carolina ,0,2,0,2,-133,-116
1129,71,V,Toronto ,1,1,0,2,-140,-130
1129,72,H,Buffalo ,0,2,0,3,5o22,5o40
1129,73,V,Chicago ,0,0,1,2,-136,-140
1129,74,H,Dallas ,1,0,0,1,5.5o10,5.5
1130,1,V,Vancouver ,0,1,1,2,5u15,-116
1130,2,H,NY Rangers ,2,2,1,5,-110,5
1130,3,V,Toronto ,0,2,0,2,5o30,5o40
1130,4,H,Montreal ,2,2,0,4,-152,-182
1130,5,V,Columbus ,0,0,1,1,5o25,5o30
1130,6,H,Boston ,2,0,1,3,-214,-225
1130,7,V,Pittsburgh ,2,2,1,5,-159,-140
1130,8,H,Florida ,0,1,0,1,5.5u20,5.5u25
1130,9,V,Buffalo ,0,0,0,0,5u15,5u20
1130,10,H,New Jersey ,0,0,0,1,-190,-195
1130,11,V,Washington ,0,1,1,3,-104,5.5o20
1130,12,H,NY Islanders ,0,0,2,2,5.5o20,-103
1130,13,V,Chicago ,3,0,2,5,-120,5.5o33
1130,14,H,Phoenix ,0,2,0,2,5.5,-115
1130,15,V,Philadelphia ,1,0,1,3,5u10,5
1130,16,H,Nashville ,1,0,1,2,-141,-119
1130,17,V,Minnesota ,0,0,2,2,5u20,5u20
1130,18,H,Colorado ,1,1,0,3,-135,-135
1130,19,V,Calgary ,0,1,1,2,5o35,5o34
1130,20,H,Los Angeles ,0,0,1,1,-210,-285
1130,21,V,Anaheim ,1,0,2,3,5o35,5o45
1130,22,H,San Jose ,0,3,0,4,-170,-205
1201,51,V,Vancouver ,2,1,0,3,-115,-119
1201,52,H,Carolina ,0,2,0,2,5,5o25
1201,53,V,Detroit ,0,2,2,4,5.5o15,5.5u20
1201,54,H,Ottawa ,0,1,1,2,-120,-123
1201,55,V,Edmonton ,0,1,1,3,5.5o20,5.5o20
1201,56,H,Dallas ,0,1,1,2,-170,-160
1202,1,V,Winnipeg ,0,2,3,5,5u20,5
1202,2,H,NY Rangers ,1,1,0,2,-160,-190
1202,3,V,New Jersey ,1,0,1,2,5u35,5u40
1202,4,H,Montreal ,0,2,1,3,-173,-170
1202,5,V,Philadelphia ,0,0,0,0,5u20,5u20
1202,6,H,Minnesota ,0,0,2,2,-150,-154
1202,7,V,St. Louis ,0,0,2,2,5o40,-109
1202,8,H,Los Angeles ,2,1,0,3,-107,5u15
1203,51,V,San Jose ,2,1,1,4,-140,-180
1203,52,H,Toronto ,0,2,0,2,5.5u20,5.5u25
1203,53,V,Pittsburgh ,0,1,1,3,-160,-163
1203,54,H,NY Islanders ,2,0,0,2,5.5o20,5.5o25
1203,55,V,Carolina ,1,3,0,4,5.5u15,5.5u30
1203,56,H,Washington ,0,0,1,1,-160,-175
1203,57,V,Tampa Bay ,0,0,0,0,-104,5o30
1203,58,H,Columbus ,0,1,0,1,5.5u25,-109
1203,59,V,Ottawa ,2,1,1,4,-115,-112
1203,60,H,Florida ,2,0,0,2,5.5,5.5u20
1203,61,V,Vancouver ,0,1,2,3,-115,-135
1203,62,H,Nashville ,0,1,0,1,5u15,5o20
1203,63,V,Dallas ,2,1,1,4,5.5,5.5o15
1203,64,H,Chicago ,0,3,0,3,-200,-220
1203,65,V,Phoenix ,1,2,3,6,-120,-126
1203,66,H,Edmonton ,1,1,0,2,5.5,5.5o15
1203,67,V,Los Angeles ,0,1,1,3,5o20,5o25
1203,68,H,Anaheim ,0,1,1,2,-125,-145
1204,1,V,Montreal ,1,0,2,4,-120,-107
1204,2,H,New Jersey ,0,0,3,3,5u30,5u35
1204,3,V,Philadelphia ,1,1,4,6,5o20,5
1204,4,H,Detroit ,1,2,0,3,-135,-129
1204,5,V,Phoenix ,1,0,0,1,-140,-129
1204,6,H,Calgary ,1,2,1,4,5.5o15,5.5o25
1205,51,V,Dallas ,0,0,2,2,5.5u15,5.5u35
1205,52,H,Toronto ,0,1,1,3,-108,-111
1205,53,V,San Jose ,0,1,0,1,5.5u30,5.5u40
1205,54,H,Pittsburgh ,0,4,1,5,-115,-105
1205,55,V,NY Rangers ,1,0,2,3,-160,-161
1205,56,H,Buffalo ,0,0,1,1,5u30,5u30
1205,57,V,Boston ,1,0,0,1,-115,-117
1205,58,H,Montreal ,0,2,0,2,5u20,5u15
1205,59,V,Ottawa ,0,1,0,1,6u30,5.5o20
1205,60,H,Tampa Bay ,1,1,1,3,-140,-113
1205,61,V,Winnipeg ,1,0,1,2,-120,5.5u35
1205,62,H,Florida ,1,2,2,5,5.5u40,-117
1205,63,V,Chicago ,0,1,2,3,-120,-124
1205,64,H,Minnesota ,1,1,2,4,5.5u40,5o30
1205,65,V,Carolina ,1,3,1,5,5o20,5o15
1205,66,H,Nashville ,0,2,0,2,-135,-146
1205,67,V,NY Islanders ,0,1,0,1,5.5o30,5.5o15
1205,68,H,St. Louis ,1,3,1,5,-240,-245
1205,69,V,Colorado ,0,2,0,2,-140,-140
1205,70,H,Edmonton ,3,1,4,8,5.5u25,5.5u25
1206,1,V,Minnesota ,0,0,0,0,-104,-110
1206,2,H,Columbus ,0,2,2,4,5,5u20
1206,3,V,San Jose ,2,0,1,3,-170,-170
1206,4,H,Carolina ,0,1,4,5,5.5u40,5.5u25
1206,5,V,Detroit ,0,1,2,3,5u25,5u25
1206,6,H,New Jersey ,1,0,0,1,-120,-126
1206,7,V,Anaheim ,1,1,0,3,5.5o25,5.5o30
1206,8,H,Chicago ,1,1,0,2,-165,-155
1206,9,V,Colorado ,0,2,1,3,-140,-119
1206,10,H,Calgary ,1,0,1,2,5.5u20,5.5u30
1206,11,V,Phoenix ,0,0,2,2,5.5u20,5.5u30
1206,12,H,Vancouver ,0,2,0,3,-140,-140
1207,51,V,Philadelphia ,1,0,0,1,5o20,5.5u40
1207,52,H,Dallas ,0,4,1,5,-140,-121
1207,53,V,Pittsburgh ,2,0,0,2,5o20,5o20
1207,54,H,Boston ,1,0,2,3,-139,-129
1207,55,V,Buffalo ,0,1,1,2,5u20,5o20
1207,56,H,Montreal ,0,3,0,3,-249,-255
1207,57,V,Toronto ,1,2,0,4,5.5,5.5o20
1207,58,H,Ottawa ,1,0,2,3,-129,-136
1207,59,V,Nashville ,1,0,1,2,5.5u30,5.5u35
1207,60,H,Washington ,3,0,2,5,-159,-155
1207,61,V,Winnipeg ,1,0,0,2,5.5u20,5.5u25
1207,62,H,Tampa Bay ,0,1,0,1,-149,-125
1207,63,V,Florida ,0,1,1,2,5.5u30,5.5u45
1207,64,H,Detroit ,1,0,0,1,-179,-127
1207,65,V,New Jersey ,0,1,2,4,5u35,5u45
1207,66,H,NY Rangers ,1,1,1,3,-169,-205
1207,67,V,Anaheim ,3,1,1,5,5.5,5.5u25
1207,68,H,St. Louis ,0,0,2,2,-179,-205
1207,69,V,Calgary ,1,0,0,2,5.5,5.5o20
1207,70,H,Edmonton ,0,0,1,1,-159,-180
1207,71,V,NY Islanders ,0,0,0,0,5.5u40,5.5u45
1207,72,H,Los Angeles ,0,1,2,3,-219,-230
1208,1,V,San Jose ,0,0,1,1,-130,-119
1208,2,H,Minnesota ,0,2,1,3,5o20,5o15
1208,3,V,Boston ,0,3,2,5,-140,-117
1208,4,H,Toronto ,1,0,1,2,5o30,5o35
1208,5,V,Washington ,0,3,1,4,5o20,5o45
1208,6,H,NY Rangers ,0,0,1,1,-150,-165
1208,7,V,Florida ,0,2,0,2,5.5o20,5.5o20
1208,8,H,Chicago ,2,2,2,6,-270,-290
1208,9,V,Colorado ,0,0,1,1,5o30,5o35
1208,10,H,Vancouver ,1,0,2,3,-140,-160
1209,51,V,Columbus ,0,0,1,1,5.5u25,5.5u30
1209,52,H,Pittsburgh ,0,1,1,2,-183,-205
1209,53,V,Philadelphia ,1,2,1,4,5.5u30,5.5u30
1209,54,H,Ottawa ,1,1,2,5,-140,-140
1209,55,V,NY Islanders ,1,1,0,2,5.5o30,5.5o20
1209,56,H,Anaheim ,1,3,1,5,-240,-200
1209,57,V,Carolina ,0,0,0,0,5.5u30,5.5u45
1209,58,H,Vancouver ,1,0,1,2,-171,-146
1210,1,V,Los Angeles ,2,4,0,6,5u30,5u25
1210,2,H,Montreal ,0,0,0,0,-130,-123
1210,3,V,New Jersey ,2,1,1,4,5u15,-113
1210,4,H,Columbus ,1,2,2,5,-125,5u30
1210,5,V,Ottawa ,1,0,0,1,-130,-126
1210,6,H,Buffalo ,0,1,0,2,5.5u30,5.5u40
1210,7,V,Tampa Bay ,3,1,1,5,5.5u20,5.5u30
1210,8,H,Washington ,1,3,1,6,-140,-150
1210,9,V,Detroit ,1,1,0,2,-115,-113
1210,10,H,Florida ,0,0,2,3,5.5u30,5.5u50
1210,11,V,Nashville ,2,0,2,4,5,5u15
1210,12,H,NY Rangers ,0,1,0,1,-175,-160
1210,13,V,St. Louis ,0,1,1,2,-145,-144
1210,14,H,Winnipeg ,0,0,1,1,5.5u20,5.5u30
1210,15,V,Chicago ,2,4,0,6,-130,-126
1210,16,H,Dallas ,0,1,1,2,5.5o25,5.5o25
1210,17,V,Phoenix ,0,3,0,3,5.5u20,5.5u25
1210,18,H,Colorado ,0,1,0,1,-135,-140
1210,19,V,Boston ,0,0,2,2,-145,-149
